r,l,f,y,Demand
RE1,S27,CALTAGRNW,2028,0.0
RE1,S27,CALTAGRNW,2029,0.0
RE1,S27,CALTAGRNW,2030,0.0
RE1,S27,CALTAGRNW,2031,0.0
RE1,S27,CALTAGRNW,2032,0.0
RE1,S27,CALTAGRNW,2033,0.0
RE1,S27,CALTAGRNW,2034,0.0
RE1,S27,CALTAGRNW,2035,0.0
RE1,S27,CALTAGRNW,2036,0.0
RE1,S27,CALTAGRNW,2037,0.0
RE1,S27,CALTAGRNW,2038,0.0
RE1,S27,CALTAGRNW,2039,0.0
RE1,S27,CALTAGRNW,2040,0.0
RE1,S27,CALTAGRNW,2041,0.0
RE1,S27,CALTAGRNW,2042,0.0
RE1,S27,CALTAGRNW,2043,0.0
RE1,S27,CALTAGRNW,2044,0.0
RE1,S27,CALTAGRNW,2045,0.0
RE1,S27,CALTAGRNW,2046,0.0
RE1,S27,CALTAGRNW,2047,0.0
RE1,S27,CALTAGRNW,2048,0.0
RE1,S27,CALTAGRNW,2049,0.0
RE1,S27,CALTAGRNW,2050,0.0
RE1,S27,CALTAGSOL,2017,0.0
RE1,S27,CALTAGSOL,2018,0.0
RE1,S27,CALTAGSOL,2019,0.0
RE1,S27,CALTAGSOL,2020,0.0
RE1,S27,CALTAGSOL,2021,0.0
RE1,S27,CALTAGSOL,2022,0.0
RE1,S27,CALTAGSOL,2023,0.0
RE1,S27,CALTAGSOL,2024,0.0
RE1,S27,CALTAGSOL,2025,0.0
RE1,S27,CALTAGSOL,2026,0.0
RE1,S27,CALTAGSOL,2027,0.0
RE1,S27,CALTAGSOL,2028,0.0
RE1,S27,CALTAGSOL,2029,0.0
RE1,S27,CALTAGSOL,2030,0.0
RE1,S27,CALTAGSOL,2031,0.0
RE1,S27,CALTAGSOL,2032,0.0
RE1,S27,CALTAGSOL,2033,0.0
RE1,S27,CALTAGSOL,2034,0.0
RE1,S27,CALTAGSOL,2035,0.0
RE1,S27,CALTAGSOL,2036,0.0
RE1,S27,CALTAGSOL,2037,0.0
RE1,S27,CALTAGSOL,2038,0.0
RE1,S27,CALTAGSOL,2039,0.0
RE1,S27,CALTAGSOL,2040,0.0
RE1,S27,CALTAGSOL,2041,0.0
RE1,S27,CALTAGSOL,2042,0.0
RE1,S27,CALTAGSOL,2043,0.0
RE1,S27,CALTAGSOL,2044,0.0
RE1,S27,CALTAGSOL,2045,0.0
RE1,S27,CALTAGSOL,2046,0.0
RE1,S27,CALTAGSOL,2047,0.0
RE1,S27,CALTAGSOL,2048,0.0
RE1,S27,CALTAGSOL,2049,0.0
RE1,S27,CALTAGSOL,2050,0.0
RE1,S27,CALTAGURN,2017,0.0
RE1,S27,CALTAGURN,2018,0.0
RE1,S27,CALTAGURN,2019,0.0
RE1,S27,CALTAGURN,2020,0.0
RE1,S27,CALTAGURN,2021,0.0
RE1,S27,CALTAGURN,2022,0.0
RE1,S27,CALTAGURN,2023,0.0
RE1,S27,CALTAGURN,2024,0.0
RE1,S27,CALTAGURN,2025,0.0
RE1,S27,CALTAGURN,2026,0.0
RE1,S27,CALTAGURN,2027,0.0
RE1,S27,CALTAGURN,2028,0.0
RE1,S27,CALTAGURN,2029,0.0
RE1,S27,CALTAGURN,2030,0.0
RE1,S27,CALTAGURN,2031,0.0
RE1,S27,CALTAGURN,2032,0.0
RE1,S27,CALTAGURN,2033,0.0
RE1,S27,CALTAGURN,2034,0.0
RE1,S27,CALTAGURN,2035,0.0
RE1,S27,CALTAGURN,2036,0.0
RE1,S27,CALTAGURN,2037,0.0
RE1,S27,CALTAGURN,2038,0.0
RE1,S27,CALTAGURN,2039,0.0
RE1,S27,CALTAGURN,2040,0.0
RE1,S27,CALTAGURN,2041,0.0
RE1,S27,CALTAGURN,2042,0.0
RE1,S27,CALTAGURN,2043,0.0
RE1,S27,CALTAGURN,2044,0.0
RE1,S27,CALTAGURN,2045,0.0
RE1,S27,CALTAGURN,2046,0.0
RE1,S27,CALTAGURN,2047,0.0
RE1,S27,CALTAGURN,2048,0.0
RE1,S27,CALTAGURN,2049,0.0
RE1,S27,CALTAGURN,2050,0.0
RE1,S27,CALTAGWAS,2017,0.0
RE1,S27,CALTAGWAS,2018,0.0
RE1,S27,CALTAGWAS,2019,0.0
RE1,S27,CALTAGWAS,2020,0.0
RE1,S27,CALTAGWAS,2021,0.0
RE1,S27,CALTAGWAS,2022,0.0
RE1,S27,CALTAGWAS,2023,0.0
RE1,S27,CALTAGWAS,2024,0.0
RE1,S27,CALTAGWAS,2025,0.0
RE1,S27,CALTAGWAS,2026,0.0
RE1,S27,CALTAGWAS,2027,0.0
RE1,S27,CALTAGWAS,2028,0.0
RE1,S27,CALTAGWAS,2029,0.0
RE1,S27,CALTAGWAS,2030,0.0
RE1,S27,CALTAGWAS,2031,0.0
RE1,S27,CALTAGWAS,2032,0.0
RE1,S27,CALTAGWAS,2033,0.0
RE1,S27,CALTAGWAS,2034,0.0
RE1,S27,CALTAGWAS,2035,0.0
RE1,S27,CALTAGWAS,2036,0.0
RE1,S27,CALTAGWAS,2037,0.0
RE1,S27,CALTAGWAS,2038,0.0
RE1,S27,CALTAGWAS,2039,0.0
RE1,S27,CALTAGWAS,2040,0.0
RE1,S27,CALTAGWAS,2041,0.0
RE1,S27,CALTAGWAS,2042,0.0
RE1,S27,CALTAGWAS,2043,0.0
RE1,S27,CALTAGWAS,2044,0.0
RE1,S27,CALTAGWAS,2045,0.0
RE1,S27,CALTAGWAS,2046,0.0
RE1,S27,CALTAGWAS,2047,0.0
RE1,S27,CALTAGWAS,2048,0.0
RE1,S27,CALTAGWAS,2049,0.0
RE1,S27,CALTAGWAS,2050,0.0
RE1,S27,CALTAGWND,2017,0.0
RE1,S27,CALTAGWND,2018,0.0
RE1,S27,CALTAGWND,2019,0.0
RE1,S27,CALTAGWND,2020,0.0
RE1,S27,CALTAGWND,2021,0.0
RE1,S27,CALTAGWND,2022,0.0
RE1,S27,CALTAGWND,2023,0.0
RE1,S27,CALTAGWND,2024,0.0
RE1,S27,CALTAGWND,2025,0.0
RE1,S27,CALTAGWND,2026,0.0
RE1,S27,CALTAGWND,2027,0.0
RE1,S27,CALTAGWND,2028,0.0
RE1,S27,CALTAGWND,2029,0.0
RE1,S27,CALTAGWND,2030,0.0
RE1,S27,CALTAGWND,2031,0.0
RE1,S27,CALTAGWND,2032,0.0
RE1,S27,CALTAGWND,2033,0.0
RE1,S27,CALTAGWND,2034,0.0
RE1,S27,CALTAGWND,2035,0.0
RE1,S27,CALTAGWND,2036,0.0
RE1,S27,CALTAGWND,2037,0.0
RE1,S27,CALTAGWND,2038,0.0
RE1,S27,CALTAGWND,2039,0.0
RE1,S27,CALTAGWND,2040,0.0
RE1,S27,CALTAGWND,2041,0.0
RE1,S27,CALTAGWND,2042,0.0
RE1,S27,CALTAGWND,2043,0.0
RE1,S27,CALTAGWND,2044,0.0
RE1,S27,CALTAGWND,2045,0.0
RE1,S27,CALTAGWND,2046,0.0
RE1,S27,CALTAGWND,2047,0.0
RE1,S27,CALTAGWND,2048,0.0
RE1,S27,CALTAGWND,2049,0.0
RE1,S27,CALTAGWND,2050,0.0
RE1,S27,COA,2017,0.0
RE1,S27,COA,2018,0.0
RE1,S27,COA,2019,0.0
RE1,S27,COA,2020,0.0
RE1,S27,COA,2021,0.0
RE1,S27,COA,2022,0.0
RE1,S27,COA,2023,0.0
RE1,S27,COA,2024,0.0
RE1,S27,COA,2025,0.0
RE1,S27,COA,2026,0.0
RE1,S27,COA,2027,0.0
RE1,S27,COA,2028,0.0
RE1,S27,COA,2029,0.0
RE1,S27,COA,2030,0.0
RE1,S27,COA,2031,0.0
RE1,S27,COA,2032,0.0
RE1,S27,COA,2033,0.0
RE1,S27,COA,2034,0.0
RE1,S27,COA,2035,0.0
RE1,S27,COA,2036,0.0
RE1,S27,COA,2037,0.0
RE1,S27,COA,2038,0.0
RE1,S27,COA,2039,0.0
RE1,S27,COA,2040,0.0
RE1,S27,COA,2041,0.0
RE1,S27,COA,2042,0.0
RE1,S27,COA,2043,0.0
RE1,S27,COA,2044,0.0
RE1,S27,COA,2045,0.0
RE1,S27,COA,2046,0.0
RE1,S27,COA,2047,0.0
RE1,S27,COA,2048,0.0
RE1,S27,COA,2049,0.0
RE1,S27,COA,2050,0.0
RE1,S27,DSL,2017,0.0
RE1,S27,DSL,2018,0.0
RE1,S27,DSL,2019,0.0
RE1,S27,DSL,2020,0.0
RE1,S27,DSL,2021,0.0
RE1,S27,DSL,2022,0.0
RE1,S27,DSL,2023,0.0
RE1,S27,DSL,2024,0.0
RE1,S27,DSL,2025,0.0
RE1,S27,DSL,2026,0.0
RE1,S27,DSL,2027,0.0
RE1,S27,DSL,2028,0.0
RE1,S27,DSL,2029,0.0
RE1,S27,DSL,2030,0.0
RE1,S27,DSL,2031,0.0
RE1,S27,DSL,2032,0.0
RE1,S27,DSL,2033,0.0
RE1,S27,DSL,2034,0.0
RE1,S27,DSL,2035,0.0
RE1,S27,DSL,2036,0.0
RE1,S27,DSL,2037,0.0
RE1,S27,DSL,2038,0.0
RE1,S27,DSL,2039,0.0
RE1,S27,DSL,2040,0.0
RE1,S27,DSL,2041,0.0
RE1,S27,DSL,2042,0.0
RE1,S27,DSL,2043,0.0
RE1,S27,DSL,2044,0.0
RE1,S27,DSL,2045,0.0
RE1,S27,DSL,2046,0.0
RE1,S27,DSL,2047,0.0
RE1,S27,DSL,2048,0.0
RE1,S27,DSL,2049,0.0
RE1,S27,DSL,2050,0.0
RE1,S27,ELCA01,2017,0.0
RE1,S27,ELCA01,2018,0.0
RE1,S27,ELCA01,2019,0.0
RE1,S27,ELCA01,2020,0.0
RE1,S27,ELCA01,2021,0.0
RE1,S27,ELCA01,2022,0.0
RE1,S27,ELCA01,2023,0.0
RE1,S27,ELCA01,2024,0.0
RE1,S27,ELCA01,2025,0.0
RE1,S27,ELCA01,2026,0.0
RE1,S27,ELCA01,2027,0.0
RE1,S27,ELCA01,2028,0.0
RE1,S27,ELCA01,2029,0.0
RE1,S27,ELCA01,2030,0.0
RE1,S27,ELCA01,2031,0.0
RE1,S27,ELCA01,2032,0.0
RE1,S27,ELCA01,2033,0.0
RE1,S27,ELCA01,2034,0.0
RE1,S27,ELCA01,2035,0.0
RE1,S27,ELCA01,2036,0.0
RE1,S27,ELCA01,2037,0.0
RE1,S27,ELCA01,2038,0.0
RE1,S27,ELCA01,2039,0.0
RE1,S27,ELCA01,2040,0.0
RE1,S27,ELCA01,2041,0.0
RE1,S27,ELCA01,2042,0.0
RE1,S27,ELCA01,2043,0.0
RE1,S27,ELCA01,2044,0.0
RE1,S27,ELCA01,2045,0.0
RE1,S27,ELCA01,2046,0.0
RE1,S27,ELCA01,2047,0.0
RE1,S27,ELCA01,2048,0.0
RE1,S27,ELCA01,2049,0.0
RE1,S27,ELCA01,2050,0.0
RE1,S27,ELCB01,2017,0.0
RE1,S27,ELCB01,2018,0.0
RE1,S27,ELCB01,2019,0.0
RE1,S27,ELCB01,2020,0.0
RE1,S27,ELCB01,2021,0.0
RE1,S27,ELCB01,2022,0.0
RE1,S27,ELCB01,2023,0.0
RE1,S27,ELCB01,2024,0.0
RE1,S27,ELCB01,2025,0.0
RE1,S27,ELCB01,2026,0.0
RE1,S27,ELCB01,2027,0.0
RE1,S27,ELCB01,2028,0.0
RE1,S27,ELCB01,2029,0.0
RE1,S27,ELCB01,2030,0.0
RE1,S27,ELCB01,2031,0.0
RE1,S27,ELCB01,2032,0.0
RE1,S27,ELCB01,2033,0.0
RE1,S27,ELCB01,2034,0.0
RE1,S27,ELCB01,2035,0.0
RE1,S27,ELCB01,2036,0.0
RE1,S27,ELCB01,2037,0.0
RE1,S27,ELCB01,2038,0.0
RE1,S27,ELCB01,2039,0.0
RE1,S27,ELCB01,2040,0.0
RE1,S27,ELCB01,2041,0.0
RE1,S27,ELCB01,2042,0.0
RE1,S27,ELCB01,2043,0.0
RE1,S27,ELCB01,2044,0.0
RE1,S27,ELCB01,2045,0.0
RE1,S27,ELCB01,2046,0.0
RE1,S27,ELCB01,2047,0.0
RE1,S27,ELCB01,2048,0.0
RE1,S27,ELCB01,2049,0.0
RE1,S27,ELCB01,2050,0.0
RE1,S27,ELCB02,2017,0.0
RE1,S27,ELCB02,2018,0.0
RE1,S27,ELCB02,2019,0.0
RE1,S27,ELCB02,2020,0.0
RE1,S27,ELCB02,2021,0.0
RE1,S27,ELCB02,2022,0.0
RE1,S27,ELCB02,2023,0.0
RE1,S27,ELCB02,2024,0.0
RE1,S27,ELCB02,2025,0.0
RE1,S27,ELCB02,2026,0.0
RE1,S27,ELCB02,2027,0.0
RE1,S27,ELCB02,2028,0.0
RE1,S27,ELCB02,2029,0.0
RE1,S27,ELCB02,2030,0.0
RE1,S27,ELCB02,2031,0.0
RE1,S27,ELCB02,2032,0.0
RE1,S27,ELCB02,2033,0.0
RE1,S27,ELCB02,2034,0.0
RE1,S27,ELCB02,2035,0.0
RE1,S27,ELCB02,2036,0.0
RE1,S27,ELCB02,2037,0.0
RE1,S27,ELCB02,2038,0.0
RE1,S27,ELCB02,2039,0.0
RE1,S27,ELCB02,2040,0.0
RE1,S27,ELCB02,2041,0.0
RE1,S27,ELCB02,2042,0.0
RE1,S27,ELCB02,2043,0.0
RE1,S27,ELCB02,2044,0.0
RE1,S27,ELCB02,2045,0.0
RE1,S27,ELCB02,2046,0.0
RE1,S27,ELCB02,2047,0.0
RE1,S27,ELCB02,2048,0.0
RE1,S27,ELCB02,2049,0.0
RE1,S27,ELCB02,2050,0.0
RE1,S27,ELCC01,2017,0.0
RE1,S27,ELCC01,2018,0.0
RE1,S27,ELCC01,2019,0.0
RE1,S27,ELCC01,2020,0.0
RE1,S27,ELCC01,2021,0.0
RE1,S27,ELCC01,2022,0.0
RE1,S27,ELCC01,2023,0.0
RE1,S27,ELCC01,2024,0.0
RE1,S27,ELCC01,2025,0.0
RE1,S27,ELCC01,2026,0.0
RE1,S27,ELCC01,2027,0.0
RE1,S27,ELCC01,2028,0.0
RE1,S27,ELCC01,2029,0.0
RE1,S27,ELCC01,2030,0.0
RE1,S27,ELCC01,2031,0.0
RE1,S27,ELCC01,2032,0.0
RE1,S27,ELCC01,2033,0.0
RE1,S27,ELCC01,2034,0.0
RE1,S27,ELCC01,2035,0.0
RE1,S27,ELCC01,2036,0.0
RE1,S27,ELCC01,2037,0.0
RE1,S27,ELCC01,2038,0.0
RE1,S27,ELCC01,2039,0.0
RE1,S27,ELCC01,2040,0.0
RE1,S27,ELCC01,2041,0.0
RE1,S27,ELCC01,2042,0.0
RE1,S27,ELCC01,2043,0.0
RE1,S27,ELCC01,2044,0.0
RE1,S27,ELCC01,2045,0.0
RE1,S27,ELCC01,2046,0.0
RE1,S27,ELCC01,2047,0.0
RE1,S27,ELCC01,2048,0.0
RE1,S27,ELCC01,2049,0.0
RE1,S27,ELCC01,2050,0.0
RE1,S27,ELCC02,2017,0.0
RE1,S27,ELCC02,2018,0.0
RE1,S27,ELCC02,2019,0.0
RE1,S27,ELCC02,2020,0.0
RE1,S27,ELCC02,2021,0.0
RE1,S27,ELCC02,2022,0.0
RE1,S27,ELCC02,2023,0.0
RE1,S27,ELCC02,2024,0.0
RE1,S27,ELCC02,2025,0.0
RE1,S27,ELCC02,2026,0.0
RE1,S27,ELCC02,2027,0.0
RE1,S27,ELCC02,2028,0.0
RE1,S27,ELCC02,2029,0.0
RE1,S27,ELCC02,2030,0.0
RE1,S27,ELCC02,2031,0.0
RE1,S27,ELCC02,2032,0.0
RE1,S27,ELCC02,2033,0.0
RE1,S27,ELCC02,2034,0.0
RE1,S27,ELCC02,2035,0.0
RE1,S27,ELCC02,2036,0.0
RE1,S27,ELCC02,2037,0.0
RE1,S27,ELCC02,2038,0.0
RE1,S27,ELCC02,2039,0.0
RE1,S27,ELCC02,2040,0.0
RE1,S27,ELCC02,2041,0.0
RE1,S27,ELCC02,2042,0.0
RE1,S27,ELCC02,2043,0.0
RE1,S27,ELCC02,2044,0.0
RE1,S27,ELCC02,2045,0.0
RE1,S27,ELCC02,2046,0.0
RE1,S27,ELCC02,2047,0.0
RE1,S27,ELCC02,2048,0.0
RE1,S27,ELCC02,2049,0.0
RE1,S27,ELCC02,2050,0.0
RE1,S27,ELCD01,2017,0.0
RE1,S27,ELCD01,2018,0.0
RE1,S27,ELCD01,2019,0.0
RE1,S27,ELCD01,2020,0.0
RE1,S27,ELCD01,2021,0.0
RE1,S27,ELCD01,2022,0.0
RE1,S27,ELCD01,2023,0.0
RE1,S27,ELCD01,2024,0.0
RE1,S27,ELCD01,2025,0.0
RE1,S27,ELCD01,2026,0.0
RE1,S27,ELCD01,2027,0.0
RE1,S27,ELCD01,2028,0.0
RE1,S27,ELCD01,2029,0.0
RE1,S27,ELCD01,2030,0.0
RE1,S27,ELCD01,2031,0.0
RE1,S27,ELCD01,2032,0.0
RE1,S27,ELCD01,2033,0.0
RE1,S27,ELCD01,2034,0.0
RE1,S27,ELCD01,2035,0.0
RE1,S27,ELCD01,2036,0.0
RE1,S27,ELCD01,2037,0.0
RE1,S27,ELCD01,2038,0.0
RE1,S27,ELCD01,2039,0.0
RE1,S27,ELCD01,2040,0.0
RE1,S27,ELCD01,2041,0.0
RE1,S27,ELCD01,2042,0.0
RE1,S27,ELCD01,2043,0.0
RE1,S27,ELCD01,2044,0.0
RE1,S27,ELCD01,2045,0.0
RE1,S27,ELCD01,2046,0.0
RE1,S27,ELCD01,2047,0.0
RE1,S27,ELCD01,2048,0.0
RE1,S27,ELCD01,2049,0.0
RE1,S27,ELCD01,2050,0.0
RE1,S27,ELCD02,2017,0.0
RE1,S27,ELCD02,2018,0.0
RE1,S27,ELCD02,2019,0.0
RE1,S27,ELCD02,2020,0.0
RE1,S27,ELCD02,2021,0.0
RE1,S27,ELCD02,2022,0.0
RE1,S27,ELCD02,2023,0.0
RE1,S27,ELCD02,2024,0.0
RE1,S27,ELCD02,2025,0.0
RE1,S27,ELCD02,2026,0.0
RE1,S27,ELCD02,2027,0.0
RE1,S27,ELCD02,2028,0.0
RE1,S27,ELCD02,2029,0.0
RE1,S27,ELCD02,2030,0.0
RE1,S27,ELCD02,2031,0.0
RE1,S27,ELCD02,2032,0.0
RE1,S27,ELCD02,2033,0.0
RE1,S27,ELCD02,2034,0.0
RE1,S27,ELCD02,2035,0.0
RE1,S27,ELCD02,2036,0.0
RE1,S27,ELCD02,2037,0.0
RE1,S27,ELCD02,2038,0.0
RE1,S27,ELCD02,2039,0.0
RE1,S27,ELCD02,2040,0.0
RE1,S27,ELCD02,2041,0.0
RE1,S27,ELCD02,2042,0.0
RE1,S27,ELCD02,2043,0.0
RE1,S27,ELCD02,2044,0.0
RE1,S27,ELCD02,2045,0.0
RE1,S27,ELCD02,2046,0.0
RE1,S27,ELCD02,2047,0.0
RE1,S27,ELCD02,2048,0.0
RE1,S27,ELCD02,2049,0.0
RE1,S27,ELCD02,2050,0.0
RE1,S27,ELCE01,2017,0.0
RE1,S27,ELCE01,2018,0.0
RE1,S27,ELCE01,2019,0.0
RE1,S27,ELCE01,2020,0.0
RE1,S27,ELCE01,2021,0.0
RE1,S27,ELCE01,2022,0.0
RE1,S27,ELCE01,2023,0.0
RE1,S27,ELCE01,2024,0.0
RE1,S27,ELCE01,2025,0.0
RE1,S27,ELCE01,2026,0.0
RE1,S27,ELCE01,2027,0.0
RE1,S27,ELCE01,2028,0.0
RE1,S27,ELCE01,2029,0.0
RE1,S27,ELCE01,2030,0.0
RE1,S27,ELCE01,2031,0.0
RE1,S27,ELCE01,2032,0.0
RE1,S27,ELCE01,2033,0.0
RE1,S27,ELCE01,2034,0.0
RE1,S27,ELCE01,2035,0.0
RE1,S27,ELCE01,2036,0.0
RE1,S27,ELCE01,2037,0.0
RE1,S27,ELCE01,2038,0.0
RE1,S27,ELCE01,2039,0.0
RE1,S27,ELCE01,2040,0.0
RE1,S27,ELCE01,2041,0.0
RE1,S27,ELCE01,2042,0.0
RE1,S27,ELCE01,2043,0.0
RE1,S27,ELCE01,2044,0.0
RE1,S27,ELCE01,2045,0.0
RE1,S27,ELCE01,2046,0.0
RE1,S27,ELCE01,2047,0.0
RE1,S27,ELCE01,2048,0.0
RE1,S27,ELCE01,2049,0.0
RE1,S27,ELCE01,2050,0.0
RE1,S27,ELCE02,2017,0.0
RE1,S27,ELCE02,2018,0.0
RE1,S27,ELCE02,2019,0.0
RE1,S27,ELCE02,2020,0.0
RE1,S27,ELCE02,2021,0.0
RE1,S27,ELCE02,2022,0.0
RE1,S27,ELCE02,2023,0.0
RE1,S27,ELCE02,2024,0.0
RE1,S27,ELCE02,2025,0.0
RE1,S27,ELCE02,2026,0.0
RE1,S27,ELCE02,2027,0.0
RE1,S27,ELCE02,2028,0.0
RE1,S27,ELCE02,2029,0.0
RE1,S27,ELCE02,2030,0.0
RE1,S27,ELCE02,2031,0.0
RE1,S27,ELCE02,2032,0.0
RE1,S27,ELCE02,2033,0.0
RE1,S27,ELCE02,2034,0.0
RE1,S27,ELCE02,2035,0.0
RE1,S27,ELCE02,2036,0.0
RE1,S27,ELCE02,2037,0.0
RE1,S27,ELCE02,2038,0.0
RE1,S27,ELCE02,2039,0.0
RE1,S27,ELCE02,2040,0.0
RE1,S27,ELCE02,2041,0.0
RE1,S27,ELCE02,2042,0.0
RE1,S27,ELCE02,2043,0.0
RE1,S27,ELCE02,2044,0.0
RE1,S27,ELCE02,2045,0.0
RE1,S27,ELCE02,2046,0.0
RE1,S27,ELCE02,2047,0.0
RE1,S27,ELCE02,2048,0.0
RE1,S27,ELCE02,2049,0.0
RE1,S27,ELCE02,2050,0.0
RE1,S27,ELCF01,2017,0.0
RE1,S27,ELCF01,2018,0.0
RE1,S27,ELCF01,2019,0.0
RE1,S27,ELCF01,2020,0.0
RE1,S27,ELCF01,2021,0.0
RE1,S27,ELCF01,2022,0.0
RE1,S27,ELCF01,2023,0.0
RE1,S27,ELCF01,2024,0.0
RE1,S27,ELCF01,2025,0.0
RE1,S27,ELCF01,2026,0.0
RE1,S27,ELCF01,2027,0.0
RE1,S27,ELCF01,2028,0.0
RE1,S27,ELCF01,2029,0.0
RE1,S27,ELCF01,2030,0.0
RE1,S27,ELCF01,2031,0.0
RE1,S27,ELCF01,2032,0.0
RE1,S27,ELCF01,2033,0.0
RE1,S27,ELCF01,2034,0.0
RE1,S27,ELCF01,2035,0.0
RE1,S27,ELCF01,2036,0.0
RE1,S27,ELCF01,2037,0.0
RE1,S27,ELCF01,2038,0.0
RE1,S27,ELCF01,2039,0.0
RE1,S27,ELCF01,2040,0.0
RE1,S27,ELCF01,2041,0.0
RE1,S27,ELCF01,2042,0.0
RE1,S27,ELCF01,2043,0.0
RE1,S27,ELCF01,2044,0.0
RE1,S27,ELCF01,2045,0.0
RE1,S27,ELCF01,2046,0.0
RE1,S27,ELCF01,2047,0.0
RE1,S27,ELCF01,2048,0.0
RE1,S27,ELCF01,2049,0.0
RE1,S27,ELCF01,2050,0.0
RE1,S27,ELCF02,2017,0.0
RE1,S27,ELCF02,2018,0.0
RE1,S27,ELCF02,2019,0.0
RE1,S27,ELCF02,2020,0.0
RE1,S27,ELCF02,2021,0.0
RE1,S27,ELCF02,2022,0.0
RE1,S27,ELCF02,2023,0.0
RE1,S27,ELCF02,2024,0.0
RE1,S27,ELCF02,2025,0.0
RE1,S27,ELCF02,2026,0.0
RE1,S27,ELCF02,2027,0.0
RE1,S27,ELCF02,2028,0.0
RE1,S27,ELCF02,2029,0.0
RE1,S27,ELCF02,2030,0.0
RE1,S27,ELCF02,2031,0.0
RE1,S27,ELCF02,2032,0.0
RE1,S27,ELCF02,2033,0.0
RE1,S27,ELCF02,2034,0.0
RE1,S27,ELCF02,2035,0.0
RE1,S27,ELCF02,2036,0.0
RE1,S27,ELCF02,2037,0.0
RE1,S27,ELCF02,2038,0.0
RE1,S27,ELCF02,2039,0.0
RE1,S27,ELCF02,2040,0.0
RE1,S27,ELCF02,2041,0.0
RE1,S27,ELCF02,2042,0.0
RE1,S27,ELCF02,2043,0.0
RE1,S27,ELCF02,2044,0.0
RE1,S27,ELCF02,2045,0.0
RE1,S27,ELCF02,2046,0.0
RE1,S27,ELCF02,2047,0.0
RE1,S27,ELCF02,2048,0.0
RE1,S27,ELCF02,2049,0.0
RE1,S27,ELCF02,2050,0.0
RE1,S27,ELCG01,2017,0.0
RE1,S27,ELCG01,2018,0.0
RE1,S27,ELCG01,2019,0.0
RE1,S27,ELCG01,2020,0.0
RE1,S27,ELCG01,2021,0.0
RE1,S27,ELCG01,2022,0.0
RE1,S27,ELCG01,2023,0.0
RE1,S27,ELCG01,2024,0.0
RE1,S27,ELCG01,2025,0.0
RE1,S27,ELCG01,2026,0.0
RE1,S27,ELCG01,2027,0.0
RE1,S27,ELCG01,2028,0.0
RE1,S27,ELCG01,2029,0.0
RE1,S27,ELCG01,2030,0.0
RE1,S27,ELCG01,2031,0.0
RE1,S27,ELCG01,2032,0.0
RE1,S27,ELCG01,2033,0.0
RE1,S27,ELCG01,2034,0.0
RE1,S27,ELCG01,2035,0.0
RE1,S27,ELCG01,2036,0.0
RE1,S27,ELCG01,2037,0.0
RE1,S27,ELCG01,2038,0.0
RE1,S27,ELCG01,2039,0.0
RE1,S27,ELCG01,2040,0.0
RE1,S27,ELCG01,2041,0.0
RE1,S27,ELCG01,2042,0.0
RE1,S27,ELCG01,2043,0.0
RE1,S27,ELCG01,2044,0.0
RE1,S27,ELCG01,2045,0.0
RE1,S27,ELCG01,2046,0.0
RE1,S27,ELCG01,2047,0.0
RE1,S27,ELCG01,2048,0.0
RE1,S27,ELCG01,2049,0.0
RE1,S27,ELCG01,2050,0.0
RE1,S27,ELCG02,2017,0.0
RE1,S27,ELCG02,2018,0.0
RE1,S27,ELCG02,2019,0.0
RE1,S27,ELCG02,2020,0.0
RE1,S27,ELCG02,2021,0.0
RE1,S27,ELCG02,2022,0.0
RE1,S27,ELCG02,2023,0.0
RE1,S27,ELCG02,2024,0.0
RE1,S27,ELCG02,2025,0.0
RE1,S27,ELCG02,2026,0.0
RE1,S27,ELCG02,2027,0.0
RE1,S27,ELCG02,2028,0.0
RE1,S27,ELCG02,2029,0.0
RE1,S27,ELCG02,2030,0.0
RE1,S27,ELCG02,2031,0.0
RE1,S27,ELCG02,2032,0.0
RE1,S27,ELCG02,2033,0.0
RE1,S27,ELCG02,2034,0.0
RE1,S27,ELCG02,2035,0.0
RE1,S27,ELCG02,2036,0.0
RE1,S27,ELCG02,2037,0.0
RE1,S27,ELCG02,2038,0.0
RE1,S27,ELCG02,2039,0.0
RE1,S27,ELCG02,2040,0.0
RE1,S27,ELCG02,2041,0.0
RE1,S27,ELCG02,2042,0.0
RE1,S27,ELCG02,2043,0.0
RE1,S27,ELCG02,2044,0.0
RE1,S27,ELCG02,2045,0.0
RE1,S27,ELCG02,2046,0.0
RE1,S27,ELCG02,2047,0.0
RE1,S27,ELCG02,2048,0.0
RE1,S27,ELCG02,2049,0.0
RE1,S27,ELCG02,2050,0.0
RE1,S27,ELCH01,2017,0.0
RE1,S27,ELCH01,2018,0.0
RE1,S27,ELCH01,2019,0.0
RE1,S27,ELCH01,2020,0.0
RE1,S27,ELCH01,2021,0.0
RE1,S27,ELCH01,2022,0.0
RE1,S27,ELCH01,2023,0.0
RE1,S27,ELCH01,2024,0.0
RE1,S27,ELCH01,2025,0.0
RE1,S27,ELCH01,2026,0.0
RE1,S27,ELCH01,2027,0.0
RE1,S27,ELCH01,2028,0.0
RE1,S27,ELCH01,2029,0.0
RE1,S27,ELCH01,2030,0.0
RE1,S27,ELCH01,2031,0.0
RE1,S27,ELCH01,2032,0.0
RE1,S27,ELCH01,2033,0.0
RE1,S27,ELCH01,2034,0.0
