r,rr,l,f,y,Trade
RE1,RE1,S11,ELCC01,2034,0
RE1,RE1,S11,ELCC01,2035,0
RE1,RE1,S11,ELCC01,2036,0
RE1,RE1,S11,ELCC01,2037,0
RE1,RE1,S11,ELCC01,2038,0
RE1,RE1,S11,ELCC01,2039,0
RE1,RE1,S11,ELCC01,2040,0
RE1,RE1,S11,ELCC01,2041,0
RE1,RE1,S11,ELCC01,2042,0
RE1,RE1,S11,ELCC01,2043,0
RE1,RE1,S11,ELCC01,2044,0
RE1,RE1,S11,ELCC01,2045,0
RE1,RE1,S11,ELCC01,2046,0
RE1,RE1,S11,ELCC01,2047,0
RE1,RE1,S11,ELCC01,2048,0
RE1,RE1,S11,ELCC01,2049,0
RE1,RE1,S11,ELCC01,2050,0
RE1,RE1,S11,ELCC02,2017,0
RE1,RE1,S11,ELCC02,2018,0
RE1,RE1,S11,ELCC02,2019,0
RE1,RE1,S11,ELCC02,2020,0
RE1,RE1,S11,ELCC02,2021,0
RE1,RE1,S11,ELCC02,2022,0
RE1,RE1,S11,ELCC02,2023,0
RE1,RE1,S11,ELCC02,2024,0
RE1,RE1,S11,ELCC02,2025,0
RE1,RE1,S11,ELCC02,2026,0
RE1,RE1,S11,ELCC02,2027,0
RE1,RE1,S11,ELCC02,2028,0
RE1,RE1,S11,ELCC02,2029,0
RE1,RE1,S11,ELCC02,2030,0
RE1,RE1,S11,ELCC02,2031,0
RE1,RE1,S11,ELCC02,2032,0
RE1,RE1,S11,ELCC02,2033,0
RE1,RE1,S11,ELCC02,2034,0
RE1,RE1,S11,ELCC02,2035,0
RE1,RE1,S11,ELCC02,2036,0
RE1,RE1,S11,ELCC02,2037,0
RE1,RE1,S11,ELCC02,2038,0
RE1,RE1,S11,ELCC02,2039,0
RE1,RE1,S11,ELCC02,2040,0
RE1,RE1,S11,ELCC02,2041,0
RE1,RE1,S11,ELCC02,2042,0
RE1,RE1,S11,ELCC02,2043,0
RE1,RE1,S11,ELCC02,2044,0
RE1,RE1,S11,ELCC02,2045,0
RE1,RE1,S11,ELCC02,2046,0
RE1,RE1,S11,ELCC02,2047,0
RE1,RE1,S11,ELCC02,2048,0
RE1,RE1,S11,ELCC02,2049,0
RE1,RE1,S11,ELCC02,2050,0
RE1,RE1,S11,ELCD01,2017,0
RE1,RE1,S11,ELCD01,2018,0
RE1,RE1,S11,ELCD01,2019,0
RE1,RE1,S11,ELCD01,2020,0
RE1,RE1,S11,ELCD01,2021,0
RE1,RE1,S11,ELCD01,2022,0
RE1,RE1,S11,ELCD01,2023,0
RE1,RE1,S11,ELCD01,2024,0
RE1,RE1,S11,ELCD01,2025,0
RE1,RE1,S11,ELCD01,2026,0
RE1,RE1,S11,ELCD01,2027,0
RE1,RE1,S11,ELCD01,2028,0
RE1,RE1,S11,ELCD01,2029,0
RE1,RE1,S11,ELCD01,2030,0
RE1,RE1,S11,ELCD01,2031,0
RE1,RE1,S11,ELCD01,2032,0
RE1,RE1,S11,ELCD01,2033,0
RE1,RE1,S11,ELCD01,2034,0
RE1,RE1,S11,ELCD01,2035,0
RE1,RE1,S11,ELCD01,2036,0
RE1,RE1,S11,ELCD01,2037,0
RE1,RE1,S11,ELCD01,2038,0
RE1,RE1,S11,ELCD01,2039,0
RE1,RE1,S11,ELCD01,2040,0
RE1,RE1,S11,ELCD01,2041,0
RE1,RE1,S11,ELCD01,2042,0
RE1,RE1,S11,ELCD01,2043,0
RE1,RE1,S11,ELCD01,2044,0
RE1,RE1,S11,ELCD01,2045,0
RE1,RE1,S11,ELCD01,2046,0
RE1,RE1,S11,ELCD01,2047,0
RE1,RE1,S11,ELCD01,2048,0
RE1,RE1,S11,ELCD01,2049,0
RE1,RE1,S11,ELCD01,2050,0
RE1,RE1,S11,ELCD02,2017,0
RE1,RE1,S11,ELCD02,2018,0
RE1,RE1,S11,ELCD02,2019,0
RE1,RE1,S11,ELCD02,2020,0
RE1,RE1,S11,ELCD02,2021,0
RE1,RE1,S11,ELCD02,2022,0
RE1,RE1,S11,ELCD02,2023,0
RE1,RE1,S11,ELCD02,2024,0
RE1,RE1,S11,ELCD02,2025,0
RE1,RE1,S11,ELCD02,2026,0
RE1,RE1,S11,ELCD02,2027,0
RE1,RE1,S11,ELCD02,2028,0
RE1,RE1,S11,ELCD02,2029,0
RE1,RE1,S11,ELCD02,2030,0
RE1,RE1,S11,ELCD02,2031,0
RE1,RE1,S11,ELCD02,2032,0
RE1,RE1,S11,ELCD02,2033,0
RE1,RE1,S11,ELCD02,2034,0
RE1,RE1,S11,ELCD02,2035,0
RE1,RE1,S11,ELCD02,2036,0
RE1,RE1,S11,ELCD02,2037,0
RE1,RE1,S11,ELCD02,2038,0
RE1,RE1,S11,ELCD02,2039,0
RE1,RE1,S11,ELCD02,2040,0
RE1,RE1,S11,ELCD02,2041,0
RE1,RE1,S11,ELCD02,2042,0
RE1,RE1,S11,ELCD02,2043,0
RE1,RE1,S11,ELCD02,2044,0
RE1,RE1,S11,ELCD02,2045,0
RE1,RE1,S11,ELCD02,2046,0
RE1,RE1,S11,ELCD02,2047,0
RE1,RE1,S11,ELCD02,2048,0
RE1,RE1,S11,ELCD02,2049,0
RE1,RE1,S11,ELCD02,2050,0
RE1,RE1,S11,ELCE01,2017,0
RE1,RE1,S11,ELCE01,2018,0
RE1,RE1,S11,ELCE01,2019,0
RE1,RE1,S11,ELCE01,2020,0
RE1,RE1,S11,ELCE01,2021,0
RE1,RE1,S11,ELCE01,2022,0
RE1,RE1,S11,ELCE01,2023,0
RE1,RE1,S11,ELCE01,2024,0
RE1,RE1,S11,ELCE01,2025,0
RE1,RE1,S11,ELCE01,2026,0
RE1,RE1,S11,ELCE01,2027,0
RE1,RE1,S11,ELCE01,2028,0
RE1,RE1,S11,ELCE01,2029,0
RE1,RE1,S11,ELCE01,2030,0
RE1,RE1,S11,ELCE01,2031,0
RE1,RE1,S11,ELCE01,2032,0
RE1,RE1,S11,ELCE01,2033,0
RE1,RE1,S11,ELCE01,2034,0
RE1,RE1,S11,ELCE01,2035,0
RE1,RE1,S11,ELCE01,2036,0
RE1,RE1,S11,ELCE01,2037,0
RE1,RE1,S11,ELCE01,2038,0
RE1,RE1,S11,ELCE01,2039,0
RE1,RE1,S11,ELCE01,2040,0
RE1,RE1,S11,ELCE01,2041,0
RE1,RE1,S11,ELCE01,2042,0
RE1,RE1,S11,ELCE01,2043,0
RE1,RE1,S11,ELCE01,2044,0
RE1,RE1,S11,ELCE01,2045,0
RE1,RE1,S11,ELCE01,2046,0
RE1,RE1,S11,ELCE01,2047,0
RE1,RE1,S11,ELCE01,2048,0
RE1,RE1,S11,ELCE01,2049,0
RE1,RE1,S11,ELCE01,2050,0
RE1,RE1,S11,ELCE02,2017,0
RE1,RE1,S11,ELCE02,2018,0
RE1,RE1,S11,ELCE02,2019,0
RE1,RE1,S11,ELCE02,2020,0
RE1,RE1,S11,ELCE02,2021,0
RE1,RE1,S11,ELCE02,2022,0
RE1,RE1,S11,ELCE02,2023,0
RE1,RE1,S11,ELCE02,2024,0
RE1,RE1,S11,ELCE02,2025,0
RE1,RE1,S11,ELCE02,2026,0
RE1,RE1,S11,ELCE02,2027,0
RE1,RE1,S11,ELCE02,2028,0
RE1,RE1,S11,ELCE02,2029,0
RE1,RE1,S11,ELCE02,2030,0
RE1,RE1,S11,ELCE02,2031,0
RE1,RE1,S11,ELCE02,2032,0
RE1,RE1,S11,ELCE02,2033,0
RE1,RE1,S11,ELCE02,2034,0
RE1,RE1,S11,ELCE02,2035,0
RE1,RE1,S11,ELCE02,2036,0
RE1,RE1,S11,ELCE02,2037,0
RE1,RE1,S11,ELCE02,2038,0
RE1,RE1,S11,ELCE02,2039,0
RE1,RE1,S11,ELCE02,2040,0
RE1,RE1,S11,ELCE02,2041,0
RE1,RE1,S11,ELCE02,2042,0
RE1,RE1,S11,ELCE02,2043,0
RE1,RE1,S11,ELCE02,2044,0
RE1,RE1,S11,ELCE02,2045,0
RE1,RE1,S11,ELCE02,2046,0
RE1,RE1,S11,ELCE02,2047,0
RE1,RE1,S11,ELCE02,2048,0
RE1,RE1,S11,ELCE02,2049,0
RE1,RE1,S11,ELCE02,2050,0
RE1,RE1,S11,ELCF01,2017,0
RE1,RE1,S11,ELCF01,2018,0
RE1,RE1,S11,ELCF01,2019,0
RE1,RE1,S11,ELCF01,2020,0
RE1,RE1,S11,ELCF01,2021,0
RE1,RE1,S11,ELCF01,2022,0
RE1,RE1,S11,ELCF01,2023,0
RE1,RE1,S11,ELCF01,2024,0
RE1,RE1,S11,ELCF01,2025,0
RE1,RE1,S11,ELCF01,2026,0
RE1,RE1,S11,ELCF01,2027,0
RE1,RE1,S11,ELCF01,2028,0
RE1,RE1,S11,ELCF01,2029,0
RE1,RE1,S11,ELCF01,2030,0
RE1,RE1,S11,ELCF01,2031,0
RE1,RE1,S11,ELCF01,2032,0
RE1,RE1,S11,ELCF01,2033,0
RE1,RE1,S11,ELCF01,2034,0
RE1,RE1,S11,ELCF01,2035,0
RE1,RE1,S11,ELCF01,2036,0
RE1,RE1,S11,ELCF01,2037,0
RE1,RE1,S11,ELCF01,2038,0
RE1,RE1,S11,ELCF01,2039,0
RE1,RE1,S11,ELCF01,2040,0
RE1,RE1,S11,ELCF01,2041,0
RE1,RE1,S11,ELCF01,2042,0
RE1,RE1,S11,ELCF01,2043,0
RE1,RE1,S11,ELCF01,2044,0
RE1,RE1,S11,ELCF01,2045,0
RE1,RE1,S11,ELCF01,2046,0
RE1,RE1,S11,ELCF01,2047,0
RE1,RE1,S11,ELCF01,2048,0
RE1,RE1,S11,ELCF01,2049,0
RE1,RE1,S11,ELCF01,2050,0
RE1,RE1,S11,ELCF02,2017,0
RE1,RE1,S11,ELCF02,2018,0
RE1,RE1,S11,ELCF02,2019,0
RE1,RE1,S11,ELCF02,2020,0
RE1,RE1,S11,ELCF02,2021,0
RE1,RE1,S11,ELCF02,2022,0
RE1,RE1,S11,ELCF02,2023,0
RE1,RE1,S11,ELCF02,2024,0
RE1,RE1,S11,ELCF02,2025,0
RE1,RE1,S11,ELCF02,2026,0
RE1,RE1,S11,ELCF02,2027,0
RE1,RE1,S11,ELCF02,2028,0
RE1,RE1,S11,ELCF02,2029,0
RE1,RE1,S11,ELCF02,2030,0
RE1,RE1,S11,ELCF02,2031,0
RE1,RE1,S11,ELCF02,2032,0
RE1,RE1,S11,ELCF02,2033,0
RE1,RE1,S11,ELCF02,2034,0
RE1,RE1,S11,ELCF02,2035,0
RE1,RE1,S11,ELCF02,2036,0
RE1,RE1,S11,ELCF02,2037,0
RE1,RE1,S11,ELCF02,2038,0
RE1,RE1,S11,ELCF02,2039,0
RE1,RE1,S11,ELCF02,2040,0
RE1,RE1,S11,ELCF02,2041,0
RE1,RE1,S11,ELCF02,2042,0
RE1,RE1,S11,ELCF02,2043,0
RE1,RE1,S11,ELCF02,2044,0
RE1,RE1,S11,ELCF02,2045,0
RE1,RE1,S11,ELCF02,2046,0
RE1,RE1,S11,ELCF02,2047,0
RE1,RE1,S11,ELCF02,2048,0
RE1,RE1,S11,ELCF02,2049,0
RE1,RE1,S11,ELCF02,2050,0
RE1,RE1,S11,ELCG01,2017,0
RE1,RE1,S11,ELCG01,2018,0
RE1,RE1,S11,ELCG01,2019,0
RE1,RE1,S11,ELCG01,2020,0
RE1,RE1,S11,ELCG01,2021,0
RE1,RE1,S11,ELCG01,2022,0
RE1,RE1,S11,ELCG01,2023,0
RE1,RE1,S11,ELCG01,2024,0
RE1,RE1,S11,ELCG01,2025,0
RE1,RE1,S11,ELCG01,2026,0
RE1,RE1,S11,ELCG01,2027,0
RE1,RE1,S11,ELCG01,2028,0
RE1,RE1,S11,ELCG01,2029,0
RE1,RE1,S11,ELCG01,2030,0
RE1,RE1,S11,ELCG01,2031,0
RE1,RE1,S11,ELCG01,2032,0
RE1,RE1,S11,ELCG01,2033,0
RE1,RE1,S11,ELCG01,2034,0
RE1,RE1,S11,ELCG01,2035,0
RE1,RE1,S11,ELCG01,2036,0
RE1,RE1,S11,ELCG01,2037,0
RE1,RE1,S11,ELCG01,2038,0
RE1,RE1,S11,ELCG01,2039,0
RE1,RE1,S11,ELCG01,2040,0
RE1,RE1,S11,ELCG01,2041,0
RE1,RE1,S11,ELCG01,2042,0
RE1,RE1,S11,ELCG01,2043,0
RE1,RE1,S11,ELCG01,2044,0
RE1,RE1,S11,ELCG01,2045,0
RE1,RE1,S11,ELCG01,2046,0
RE1,RE1,S11,ELCG01,2047,0
RE1,RE1,S11,ELCG01,2048,0
RE1,RE1,S11,ELCG01,2049,0
RE1,RE1,S11,ELCG01,2050,0
RE1,RE1,S11,ELCG02,2017,0
RE1,RE1,S11,ELCG02,2018,0
RE1,RE1,S11,ELCG02,2019,0
RE1,RE1,S11,ELCG02,2020,0
RE1,RE1,S11,ELCG02,2021,0
RE1,RE1,S11,ELCG02,2022,0
RE1,RE1,S11,ELCG02,2023,0
RE1,RE1,S11,ELCG02,2024,0
RE1,RE1,S11,ELCG02,2025,0
RE1,RE1,S11,ELCG02,2026,0
RE1,RE1,S11,ELCG02,2027,0
RE1,RE1,S11,ELCG02,2028,0
RE1,RE1,S11,ELCG02,2029,0
RE1,RE1,S11,ELCG02,2030,0
RE1,RE1,S11,ELCG02,2031,0
RE1,RE1,S11,ELCG02,2032,0
RE1,RE1,S11,ELCG02,2033,0
RE1,RE1,S11,ELCG02,2034,0
RE1,RE1,S11,ELCG02,2035,0
RE1,RE1,S11,ELCG02,2036,0
RE1,RE1,S11,ELCG02,2037,0
RE1,RE1,S11,ELCG02,2038,0
RE1,RE1,S11,ELCG02,2039,0
RE1,RE1,S11,ELCG02,2040,0
RE1,RE1,S11,ELCG02,2041,0
RE1,RE1,S11,ELCG02,2042,0
RE1,RE1,S11,ELCG02,2043,0
RE1,RE1,S11,ELCG02,2044,0
RE1,RE1,S11,ELCG02,2045,0
RE1,RE1,S11,ELCG02,2046,0
RE1,RE1,S11,ELCG02,2047,0
RE1,RE1,S11,ELCG02,2048,0
RE1,RE1,S11,ELCG02,2049,0
RE1,RE1,S11,ELCG02,2050,0
RE1,RE1,S11,ELCH01,2017,0
RE1,RE1,S11,ELCH01,2018,0
RE1,RE1,S11,ELCH01,2019,0
RE1,RE1,S11,ELCH01,2020,0
RE1,RE1,S11,ELCH01,2021,0
RE1,RE1,S11,ELCH01,2022,0
RE1,RE1,S11,ELCH01,2023,0
RE1,RE1,S11,ELCH01,2024,0
RE1,RE1,S11,ELCH01,2025,0
RE1,RE1,S11,ELCH01,2026,0
RE1,RE1,S11,ELCH01,2027,0
RE1,RE1,S11,ELCH01,2028,0
RE1,RE1,S11,ELCH01,2029,0
RE1,RE1,S11,ELCH01,2030,0
RE1,RE1,S11,ELCH01,2031,0
RE1,RE1,S11,ELCH01,2032,0
RE1,RE1,S11,ELCH01,2033,0
RE1,RE1,S11,ELCH01,2034,0
RE1,RE1,S11,ELCH01,2035,0
RE1,RE1,S11,ELCH01,2036,0
RE1,RE1,S11,ELCH01,2037,0
RE1,RE1,S11,ELCH01,2038,0
RE1,RE1,S11,ELCH01,2039,0
RE1,RE1,S11,ELCH01,2040,0
RE1,RE1,S11,ELCH01,2041,0
RE1,RE1,S11,ELCH01,2042,0
RE1,RE1,S11,ELCH01,2043,0
RE1,RE1,S11,ELCH01,2044,0
RE1,RE1,S11,ELCH01,2045,0
RE1,RE1,S11,ELCH01,2046,0
RE1,RE1,S11,ELCH01,2047,0
RE1,RE1,S11,ELCH01,2048,0
RE1,RE1,S11,ELCH01,2049,0
RE1,RE1,S11,ELCH01,2050,0
RE1,RE1,S11,ELCH02,2017,0
RE1,RE1,S11,ELCH02,2018,0
RE1,RE1,S11,ELCH02,2019,0
RE1,RE1,S11,ELCH02,2020,0
RE1,RE1,S11,ELCH02,2021,0
RE1,RE1,S11,ELCH02,2022,0
RE1,RE1,S11,ELCH02,2023,0
RE1,RE1,S11,ELCH02,2024,0
RE1,RE1,S11,ELCH02,2025,0
RE1,RE1,S11,ELCH02,2026,0
RE1,RE1,S11,ELCH02,2027,0
RE1,RE1,S11,ELCH02,2028,0
RE1,RE1,S11,ELCH02,2029,0
RE1,RE1,S11,ELCH02,2030,0
RE1,RE1,S11,ELCH02,2031,0
RE1,RE1,S11,ELCH02,2032,0
RE1,RE1,S11,ELCH02,2033,0
RE1,RE1,S11,ELCH02,2034,0
RE1,RE1,S11,ELCH02,2035,0
RE1,RE1,S11,ELCH02,2036,0
RE1,RE1,S11,ELCH02,2037,0
RE1,RE1,S11,ELCH02,2038,0
RE1,RE1,S11,ELCH02,2039,0
RE1,RE1,S11,ELCH02,2040,0
RE1,RE1,S11,ELCH02,2041,0
RE1,RE1,S11,ELCH02,2042,0
RE1,RE1,S11,ELCH02,2043,0
RE1,RE1,S11,ELCH02,2044,0
RE1,RE1,S11,ELCH02,2045,0
RE1,RE1,S11,ELCH02,2046,0
RE1,RE1,S11,ELCH02,2047,0
RE1,RE1,S11,ELCH02,2048,0
RE1,RE1,S11,ELCH02,2049,0
RE1,RE1,S11,ELCH02,2050,0
RE1,RE1,S11,ELCI01,2017,0
RE1,RE1,S11,ELCI01,2018,0
RE1,RE1,S11,ELCI01,2019,0
RE1,RE1,S11,ELCI01,2020,0
RE1,RE1,S11,ELCI01,2021,0
RE1,RE1,S11,ELCI01,2022,0
RE1,RE1,S11,ELCI01,2023,0
RE1,RE1,S11,ELCI01,2024,0
RE1,RE1,S11,ELCI01,2025,0
RE1,RE1,S11,ELCI01,2026,0
RE1,RE1,S11,ELCI01,2027,0
RE1,RE1,S11,ELCI01,2028,0
RE1,RE1,S11,ELCI01,2029,0
RE1,RE1,S11,ELCI01,2030,0
RE1,RE1,S11,ELCI01,2031,0
RE1,RE1,S11,ELCI01,2032,0
RE1,RE1,S11,ELCI01,2033,0
RE1,RE1,S11,ELCI01,2034,0
RE1,RE1,S11,ELCI01,2035,0
RE1,RE1,S11,ELCI01,2036,0
RE1,RE1,S11,ELCI01,2037,0
RE1,RE1,S11,ELCI01,2038,0
RE1,RE1,S11,ELCI01,2039,0
RE1,RE1,S11,ELCI01,2040,0
RE1,RE1,S11,ELCI01,2041,0
RE1,RE1,S11,ELCI01,2042,0
RE1,RE1,S11,ELCI01,2043,0
RE1,RE1,S11,ELCI01,2044,0
RE1,RE1,S11,ELCI01,2045,0
RE1,RE1,S11,ELCI01,2046,0
RE1,RE1,S11,ELCI01,2047,0
RE1,RE1,S11,ELCI01,2048,0
RE1,RE1,S11,ELCI01,2049,0
RE1,RE1,S11,ELCI01,2050,0
RE1,RE1,S11,ELCI02,2017,0
RE1,RE1,S11,ELCI02,2018,0
RE1,RE1,S11,ELCI02,2019,0
RE1,RE1,S11,ELCI02,2020,0
RE1,RE1,S11,ELCI02,2021,0
RE1,RE1,S11,ELCI02,2022,0
RE1,RE1,S11,ELCI02,2023,0
RE1,RE1,S11,ELCI02,2024,0
RE1,RE1,S11,ELCI02,2025,0
RE1,RE1,S11,ELCI02,2026,0
RE1,RE1,S11,ELCI02,2027,0
RE1,RE1,S11,ELCI02,2028,0
RE1,RE1,S11,ELCI02,2029,0
RE1,RE1,S11,ELCI02,2030,0
RE1,RE1,S11,ELCI02,2031,0
RE1,RE1,S11,ELCI02,2032,0
RE1,RE1,S11,ELCI02,2033,0
RE1,RE1,S11,ELCI02,2034,0
RE1,RE1,S11,ELCI02,2035,0
RE1,RE1,S11,ELCI02,2036,0
RE1,RE1,S11,ELCI02,2037,0
RE1,RE1,S11,ELCI02,2038,0
RE1,RE1,S11,ELCI02,2039,0
RE1,RE1,S11,ELCI02,2040,0
RE1,RE1,S11,ELCI02,2041,0
RE1,RE1,S11,ELCI02,2042,0
RE1,RE1,S11,ELCI02,2043,0
RE1,RE1,S11,ELCI02,2044,0
RE1,RE1,S11,ELCI02,2045,0
RE1,RE1,S11,ELCI02,2046,0
RE1,RE1,S11,ELCI02,2047,0
RE1,RE1,S11,ELCI02,2048,0
RE1,RE1,S11,ELCI02,2049,0
RE1,RE1,S11,ELCI02,2050,0
RE1,RE1,S11,ELCJ01,2017,0
RE1,RE1,S11,ELCJ01,2018,0
RE1,RE1,S11,ELCJ01,2019,0
RE1,RE1,S11,ELCJ01,2020,0
RE1,RE1,S11,ELCJ01,2021,0
RE1,RE1,S11,ELCJ01,2022,0
RE1,RE1,S11,ELCJ01,2023,0
RE1,RE1,S11,ELCJ01,2024,0
RE1,RE1,S11,ELCJ01,2025,0
RE1,RE1,S11,ELCJ01,2026,0
RE1,RE1,S11,ELCJ01,2027,0
RE1,RE1,S11,ELCJ01,2028,0
RE1,RE1,S11,ELCJ01,2029,0
RE1,RE1,S11,ELCJ01,2030,0
RE1,RE1,S11,ELCJ01,2031,0
RE1,RE1,S11,ELCJ01,2032,0
RE1,RE1,S11,ELCJ01,2033,0
RE1,RE1,S11,ELCJ01,2034,0
RE1,RE1,S11,ELCJ01,2035,0
RE1,RE1,S11,ELCJ01,2036,0
RE1,RE1,S11,ELCJ01,2037,0
RE1,RE1,S11,ELCJ01,2038,0
RE1,RE1,S11,ELCJ01,2039,0
RE1,RE1,S11,ELCJ01,2040,0
RE1,RE1,S11,ELCJ01,2041,0
RE1,RE1,S11,ELCJ01,2042,0
RE1,RE1,S11,ELCJ01,2043,0
RE1,RE1,S11,ELCJ01,2044,0
RE1,RE1,S11,ELCJ01,2045,0
RE1,RE1,S11,ELCJ01,2046,0
RE1,RE1,S11,ELCJ01,2047,0
RE1,RE1,S11,ELCJ01,2048,0
RE1,RE1,S11,ELCJ01,2049,0
RE1,RE1,S11,ELCJ01,2050,0
RE1,RE1,S11,ELCJ02,2017,0
RE1,RE1,S11,ELCJ02,2018,0
RE1,RE1,S11,ELCJ02,2019,0
RE1,RE1,S11,ELCJ02,2020,0
RE1,RE1,S11,ELCJ02,2021,0
RE1,RE1,S11,ELCJ02,2022,0
RE1,RE1,S11,ELCJ02,2023,0
RE1,RE1,S11,ELCJ02,2024,0
RE1,RE1,S11,ELCJ02,2025,0
RE1,RE1,S11,ELCJ02,2026,0
RE1,RE1,S11,ELCJ02,2027,0
RE1,RE1,S11,ELCJ02,2028,0
RE1,RE1,S11,ELCJ02,2029,0
RE1,RE1,S11,ELCJ02,2030,0
RE1,RE1,S11,ELCJ02,2031,0
RE1,RE1,S11,ELCJ02,2032,0
RE1,RE1,S11,ELCJ02,2033,0
RE1,RE1,S11,ELCJ02,2034,0
RE1,RE1,S11,ELCJ02,2035,0
RE1,RE1,S11,ELCJ02,2036,0
RE1,RE1,S11,ELCJ02,2037,0
RE1,RE1,S11,ELCJ02,2038,0
RE1,RE1,S11,ELCJ02,2039,0
RE1,RE1,S11,ELCJ02,2040,0
RE1,RE1,S11,ELCJ02,2041,0
RE1,RE1,S11,ELCJ02,2042,0
RE1,RE1,S11,ELCJ02,2043,0
RE1,RE1,S11,ELCJ02,2044,0
RE1,RE1,S11,ELCJ02,2045,0
RE1,RE1,S11,ELCJ02,2046,0
RE1,RE1,S11,ELCJ02,2047,0
RE1,RE1,S11,ELCJ02,2048,0
RE1,RE1,S11,ELCJ02,2049,0
RE1,RE1,S11,ELCJ02,2050,0
RE1,RE1,S11,ELCK02,2017,0
RE1,RE1,S11,ELCK02,2018,0
RE1,RE1,S11,ELCK02,2019,0
RE1,RE1,S11,ELCK02,2020,0
RE1,RE1,S11,ELCK02,2021,0
RE1,RE1,S11,ELCK02,2022,0
RE1,RE1,S11,ELCK02,2023,0
RE1,RE1,S11,ELCK02,2024,0
RE1,RE1,S11,ELCK02,2025,0
RE1,RE1,S11,ELCK02,2026,0
RE1,RE1,S11,ELCK02,2027,0
RE1,RE1,S11,ELCK02,2028,0
RE1,RE1,S11,ELCK02,2029,0
RE1,RE1,S11,ELCK02,2030,0
RE1,RE1,S11,ELCK02,2031,0
RE1,RE1,S11,ELCK02,2032,0
RE1,RE1,S11,ELCK02,2033,0
RE1,RE1,S11,ELCK02,2034,0
RE1,RE1,S11,ELCK02,2035,0
RE1,RE1,S11,ELCK02,2036,0
RE1,RE1,S11,ELCK02,2037,0
RE1,RE1,S11,ELCK02,2038,0
RE1,RE1,S11,ELCK02,2039,0
RE1,RE1,S11,ELCK02,2040,0
RE1,RE1,S11,ELCK02,2041,0
RE1,RE1,S11,ELCK02,2042,0
RE1,RE1,S11,ELCK02,2043,0
RE1,RE1,S11,ELCK02,2044,0
RE1,RE1,S11,ELCK02,2045,0
RE1,RE1,S11,ELCK02,2046,0
RE1,RE1,S11,ELCK02,2047,0
RE1,RE1,S11,ELCK02,2048,0
RE1,RE1,S11,ELCK02,2049,0
RE1,RE1,S11,ELCK02,2050,0
RE1,RE1,S11,ELCL02,2017,0
RE1,RE1,S11,ELCL02,2018,0
RE1,RE1,S11,ELCL02,2019,0
RE1,RE1,S11,ELCL02,2020,0
RE1,RE1,S11,ELCL02,2021,0
RE1,RE1,S11,ELCL02,2022,0
RE1,RE1,S11,ELCL02,2023,0
RE1,RE1,S11,ELCL02,2024,0
RE1,RE1,S11,ELCL02,2025,0
RE1,RE1,S11,ELCL02,2026,0
RE1,RE1,S11,ELCL02,2027,0
RE1,RE1,S11,ELCL02,2028,0
RE1,RE1,S11,ELCL02,2029,0
RE1,RE1,S11,ELCL02,2030,0
RE1,RE1,S11,ELCL02,2031,0
RE1,RE1,S11,ELCL02,2032,0
RE1,RE1,S11,ELCL02,2033,0
RE1,RE1,S11,ELCL02,2034,0
RE1,RE1,S11,ELCL02,2035,0
RE1,RE1,S11,ELCL02,2036,0
RE1,RE1,S11,ELCL02,2037,0
RE1,RE1,S11,ELCL02,2038,0
RE1,RE1,S11,ELCL02,2039,0
RE1,RE1,S11,ELCL02,2040,0
RE1,RE1,S11,ELCL02,2041,0
RE1,RE1,S11,ELCL02,2042,0
RE1,RE1,S11,ELCL02,2043,0
RE1,RE1,S11,ELCL02,2044,0
RE1,RE1,S11,ELCL02,2045,0
RE1,RE1,S11,ELCL02,2046,0
RE1,RE1,S11,ELCL02,2047,0
RE1,RE1,S11,ELCL02,2048,0
RE1,RE1,S11,ELCL02,2049,0
RE1,RE1,S11,ELCL02,2050,0
RE1,RE1,S11,ELCM02,2017,0
RE1,RE1,S11,ELCM02,2018,0
RE1,RE1,S11,ELCM02,2019,0
RE1,RE1,S11,ELCM02,2020,0
RE1,RE1,S11,ELCM02,2021,0
RE1,RE1,S11,ELCM02,2022,0
RE1,RE1,S11,ELCM02,2023,0
RE1,RE1,S11,ELCM02,2024,0
RE1,RE1,S11,ELCM02,2025,0
RE1,RE1,S11,ELCM02,2026,0
RE1,RE1,S11,ELCM02,2027,0
RE1,RE1,S11,ELCM02,2028,0
RE1,RE1,S11,ELCM02,2029,0
RE1,RE1,S11,ELCM02,2030,0
RE1,RE1,S11,ELCM02,2031,0
RE1,RE1,S11,ELCM02,2032,0
RE1,RE1,S11,ELCM02,2033,0
RE1,RE1,S11,ELCM02,2034,0
RE1,RE1,S11,ELCM02,2035,0
RE1,RE1,S11,ELCM02,2036,0
RE1,RE1,S11,ELCM02,2037,0
RE1,RE1,S11,ELCM02,2038,0
RE1,RE1,S11,ELCM02,2039,0
RE1,RE1,S11,ELCM02,2040,0
RE1,RE1,S11,ELCM02,2041,0
RE1,RE1,S11,ELCM02,2042,0
RE1,RE1,S11,ELCM02,2043,0
RE1,RE1,S11,ELCM02,2044,0
RE1,RE1,S11,ELCM02,2045,0
RE1,RE1,S11,ELCM02,2046,0
RE1,RE1,S11,ELCM02,2047,0
RE1,RE1,S11,ELCM02,2048,0
RE1,RE1,S11,ELCM02,2049,0
RE1,RE1,S11,ELCM02,2050,0
RE1,RE1,S11,ELCN02,2017,0
RE1,RE1,S11,ELCN02,2018,0
RE1,RE1,S11,ELCN02,2019,0
